content,title,description,time
"Đêm 19/9, cơ quan chức năng công an huyện Thống Nhất (tỉnh Đồng Nai) mới khám nghiệm xong hiện trường vụ tai nạn giao thông nghiêm trọng xảy ra tại đường 762 (địa bàn ấp Võ Dõng 3, xã Gia Kiệm, huyện Thống Nhất) khiến 3 người chết tại chỗ, một người bị thương. Vào khoảng 19h cùng ngày, anh Nguyễn Đức Thắng (29 tuổi) điều khiển xe máy chở anh Phạm Thành Tuấn (32 tuổi) và anh Trần Công Tâm (32 tuổi, đều ngụ xã Gia Kiệm) trên đường 762 theo hướng từ huyện Vĩnh Cửu đến huyện Thống Nhất đã tông vào xe máy do anh Phạm Minh Lũy (21 tuổi, ngụ tại Bến Tre) điều khiển theo hướng ngược lại.Cú đâm mạnh đã làm 3 anh Thắng, Tâm, Lũy chết ngay tại chỗ, riêng anh Tuấn bị thương nặng phải đưa đi cấp cứu trong tình trạng nguy kịch. Hai xe máy hư hỏng hoàn toàn. Vụ tai nạn xảy ra khiến hàng trăm người dân hiếu kỳ đến xem, gây ách tắc giao thông.                ","Hai xe máy đấu đầu, 3 người chết tại chỗ","
Hai xe máy đi với tốc độ cao lao vào nhau khiến 3 nam thanh niên chết tại chỗ, người còn lại trong tình trạng nguy kịch.
","
11:00 20/09/2014
"
"Trưa 21/9, chiếc Civic 4 chỗ màu đen do một phụ nữ điều khiển đến trước số nhà 52 phố Nguyễn Chí Thanh (Hà Nội) thì va chạm với một xe máy chạy cùng chiều.Người phụ nữ mất kiểm soát tay lái tiếp tục va chạm với một xe Innova 7 chỗ mang biển kiểm soát tỉnh Bắc Giang và chiếc xe bus tuyến 26. Sau đó chiếc Civic đâm phải một người đàn ông đi xe máy cách đó không xa khiến người này bị thương nặng. ""Chiếc xe chỉ chịu dừng lại khi lao lên vỉa hè húc thẳng vào cột đèn chiếu sáng và bị nổ lốp"", một nhân chứng nói.Thấy phụ nữ điều khiển ôtô gây tai nạn bị thương, người dân đã đưa nữ tài xế này ra khỏi xe sơ cứu, đồng thời gọi lực lượng cứu hộ. Đầu chiếc xe gây tai nạn bị bẹp rúm vẫn nguyên hình vết cột đèn bê tông. Nhiều bộ phận ở cabin hư hỏng nặng, sườn phải xe có nhiều vết va chạm. Sự việc xảy ra khiến giao thông trên phố Nguyễn Chí Thanh ùn tắc.",Nữ tài xế tông xe liên hoàn trên phố,"
Lái chiếc xe 4 chỗ màu đen, người phụ nữ đã tông liên tiếp 2 xe máy, một xe bus và chiếc Innova 7 chỗ khiến một người nhập viện.
","
17:15 21/09/2014
"
"Khoảng 21h20 tối 4/10, trên đoạn đường Hà Huy Tập (trước số nhà 39-41. TP. Hà Tĩnh) đã xảy ra vụ tai nạn liên hoàn rất nghiêm trọng.Chiếc Nissan mang BKS 38N – 4706 do Nguyễn Phi Vỹ (trú ở TP. Hà Tĩnh) điều khiển chạy rất nhanh, khi đến đoạn trước số nhà trên đã đâm vào 1 xe máy Nouvo khiến người lái văng ra dải phân cách.Chiếc xe điên cuồng đâm tiếp vào chị Lê Thị Khánh Ngà (SN 1991, trú phường Bắc Hà, TP Hà Tĩnh), đang chạy xe máy cùng chiều.“Chiếc ôtô đã kéo lê cả người và xe dưới gầm chạy hàng chục mét rồi mới chịu dừng lại”, một người dân chứng kiến nói.Đáng chú ý, ngay sau khi biết gây ra tai nạn nghiêm trọng, lái xe Vĩ đã không xuống để đưa nạn nhân đi cấp cứu mà rồ ga bỏ chạy.Theo một cán bộ CSGT thành phố Hà Tĩnh, lái xe Vỹ sau khi bỏ chạy một vòng đã quay lại để xem tình trạng nạn nhân.Tuy nhiên, những người chứng kiến tai nạn đã nhớ biển kiểm soát và phát hiện ra chiếc xe này vừa gây tai nạn.Sau khi bị người dân phát hiện và truy hô thì Vỹ đã lái xe bỏ chạy lần nữa. Rất nhiều thanh niên đã dùng xe gắn máy đuổi theo chiếc xe điên gây tai nạn. Khi chạy đến đoạn Thạch Long (cách điểm tai nạn 10 km) thì mất dấu.Từ BKS chiếc xe do người dân cung cấp, ngay trong đêm, lực lượng CSGT TP. Hà Tĩnh đã nhanh chóng truy tìm tung tích chiếc xe. Chiếc xe điên gây tai nạn trên thuộc Công ty xăng dầu Hà Tĩnh.Theo đó, lái xe Vỹ sau khi bỏ trốn đã đưa chiếc xe về cất trong gara Công ty xăng dầu và tắt điện thoại. Lực lượng chức năng phải liên hệ với lãnh đạo Công ty xăng dầu để thông báo sự việc.Ngay trong đêm, lái xe Vỹ đã đến đầu thú và chiếc xe gây tai nạn được đưa về trụ sở Công an thành phố.Thông tin từ Bệnh viện ĐK Hà Tĩnh, vào khoảng 21h45 tối 4/10, bệnh nhân Lê Thị Khánh Ngà được đưa vào khoa cấp cứu chống độc trong tình trạng rất nguy kịch, bị gãy hở xương đùi bên phải, gãy xương đùi bên trái, huyết áp thấp (90/60). Đặc biệt, chị Ngà đang mang thai 27 tuần tuổi.Tại đây, các ý bác sĩ đã sơ cứu chống sốc, giảm đau và bất động chi gãy và sơ cứu các vết thương phần mềm cho bệnh nhân. Tới 22h45, bệnh nhân Ngà được chuyển lên khoa hồi sức tích cực.Bác sĩ Võ Hoài Nam, khoa hồi sức tích cực cho biết, khi được chuyển lên, bệnh nhân Ngà mặc dù vẫn tỉnh nhưng rất mệt, bị đau nhiều vùng vết thương (đau ở hai chân và các vết thương xây xát phần mềm…).Sau khi hội chẩn liên khoa: khoa chấn thương, khoa sản, khoa ngoại tổng hợp… đã thống nhất chuyển bệnh nhân sang khoa gây mê hồi sức để xử lý các vết thương mạch máu.Tiếp đó, bệnh nhân được chuyển qua phòng mổ để xử lý các tổn thương, kết hợp xương đùi trái và phải.Cũng theo bác sĩ Nam, tình trạng hiện tại của bệnh nhân Ngà vẫn đang rất nguy kịch, phải thở máy. Và đặc biệt, đứa con 27 tuần tuổi trong bụng bệnh nhân đã mất (không còn tim thai).",Phẫn nộ ‘xe điên’ kéo lê thai phụ 50 m rồi bỏ chạy,"
Sau khi đâm, kéo thai phụ dưới gầm xe chạy hàng chục mét, lái xe đã rồ ga bỏ chạy. Mặc dù được cấp cứu kịp thời nhưng thai nhi đã mất trong bụng mẹ, thai phụ đang rất nguy kịch.
","
15:03 05/10/2014
"
"15h30 ngày 20/7, trên đường cao tốc Bắc Thăng Long - Nội Bài, đoạn qua Mê Linh Plaza xảy ra vụ va chạm giữa ôtô 16 chỗ và 2 xe máy đi cùng chiều, hướng Hà Nội - Nội Bài. Một số nhân chứng cho biết, ôtô khách đã va chạm với xe máy cùng chiều khiến 3 người ngồi trên xe ngã văng ra đường nhưng may mắn chỉ bị thương nhẹ. Sau đó, ôtô này tiếp tục chạy thêm khoảng 30 mét nữa rồi tông trực diện một xe máy khác chạy cùng chiều, làm 2 người trên xe đều bị thương, trong đó một người phải đi cấp cứu.Tại hiện trường, một nửa xe máy bị găm dưới gầm ôtô. Khu vực xảy ra tai nạn nằm trong làn đường dành cho xe máy.Cảnh sát giao thông tới điều tiết giao thông và điều tra nguyên nhân tai nạn. ","Xe 16 chỗ gây tai nạn liên hoàn, 5 người bị thương","
Sau khi va chạm với một xe máy làm 3 người văng xuống đường, ôtô 16 chỗ chạy thêm vài chục mét thì tông phải xe máy khác khiến 2 người nữa bị thương trên cao tốc ở Hà Nội.
","
19:40 20/09/2014
"
"3h34' rạng sáng 12/9 (giờ Hàn Quốc), tại Dongbu-ichon, chiếc xe Porsche màu trắng do Seung Ri điều khiển bất ngờ mất lái, vượt qua 2 làn đường sang bên phải, đâm vào đuôi chiếc xe Mercedes-Benz màu đen, trượt sang bên trái, đâm vỡ dải phân cách trước khi bị lật úp. Ngay sau khi thông tin về tai nạn xuất hiện, đại diện công ty quản lý YG Entertainment đã lên tiếng xác nhận, đồng thời khẳng định Seung Ri chỉ bị thương nhẹ, không gặp chấn thương nghiêm trọng. Trong khi có một số nguồn tin cho rằng thành viên nhỏ tuổi nhất Big Bang phải phẫu thuật gan, YG Entertainment đã bác bỏ, cho biết vết thương sẽ lành sau khoảng 1 tuần nghỉ ngơi.Ngày 22/9, đại diện cảnh sát Seoul hé lộ cuộc điều tra vụ tai nạn vẫn chưa thể bắt đầu và cũng không thể đưa ra lịch cụ thể vì Seung Ri vẫn đang nằm viện.Sáng 24/9, trả lời báo giới, đại diện YG Entertainment cho biết: ""Sau khoảng 3 ngày nằm ở phòng chăm sóc đặc biệt, Seung Ri đã được chuyển ra phòng bệnh thường. Ban đầu, Seung Ri được dự đoán sẽ là một tuần nhưng thời gian này đã kéo dài hơn dự kiến. Tuy nhiên, vấn đề không phải do chấn thương nặng mà chỉ vì Seung Ri cần được nghỉ ngơi nhiều hơn. Cậu ấy đang hồi phục và tình trạng sức khỏe cũng đã được cải thiện nhiều. Ngày ra viện của cậu ấy vẫn chưa được quyết định"".Những thông tin không thực sự rõ ràng này đã khiến người hâm mộ hoang mang, nghi ngờ liệu chấn thương của Seung Ri có nhẹ như những gì YG Entertainment khẳng định. Bởi lẽ, chàng ca sĩ sinh năm 1990 đã phải nằm tới 3 ngày tại phòng chăm sóc đặc biệt. Cho đến thời điểm này là 12 ngày sau tai nạn, thành viên Big Bang vẫn chưa biết ngày xuất viện. Bên cạnh đó, nếu Seung Ri không bị thương nặng thì chắc chắn anh đã tham gia vào các cuộc điều tra của cảnh sát chứ nhà chức trách không phải chờ anh như hiện tại.",Fan nghi ngờ về sức khỏe của Seung Ri sau tai nạn xe hơi,"
Hàng loạt câu hỏi về thần tượng sau tai nạn không được trả lời thỏa đáng đã khiến người hâm mộ hoang mang.
","
15:17 24/09/2014
"
"Theo một số nhân chứng, vụ việc xảy ra vào khoảng 14h30 hôm nay. Vào thời điểm kể trên, xe đầu kéo mang biển số 51C-216.74 kéo theo rơ móc chở thùng hàng loại 40 feet mang biển số 51R-043.54 lưu thông theo hướng quốc lộ 1A đi Xa lộ Hà Nội. Khi đang trên đoạn đường cua thuộc phường Linh Trung, quận Thủ Đức, TPHCM, chiếc xe bất ngờ mất lái rồi lao qua trái, tông sập gần 50 mét hàng rào bảo vệ và 20 mét rào chắn của công trình đường sắt đô thị TP.HCM.Vụ tai nạn khiến phần đầu xe bị hư hỏng. May mắn không có thương vong về người. Nhận tin báo,lực lượng chức năng đã có mặt ở hiện trường để xử lý vụ việc theo quy định.  Theo nhận định ban đầu, nhiều khả năng tài xế buồn ngủ nên chiếc xe bị mất lái và gây ra tai nạn.","Tài xế buồn ngủ, xe đầu kéo tông sập hàng chục mét hàng rào","
Đang lưu thông trên đường, chiếc xe đầu kéo bất ngờ mất lái và đâm sập hàng chục mét hàng rào bảo vệ và rào chắn công trình đường sắt đô thị TP.HCM.
","
21:31 03/10/2014
"
"10h30 sáng 2910, xe tải chở đầy bình gas BKS 54X lưu thông trên đường Đỗ Văn Dậy hướng về huyện Củ Chi. Khi vừa đổ dốc cầu Xáng (huyện Hóc Môn, TP HCM), chiếc xe bất ngờ mất lái lao sang phần đường ngược lại và tTại hiện trường, hai đầu xe tải dính chặt nhau, hư hỏng nặng. Một số người sống gần cầu Xáng cho biết lúc hai xe tông nhau, nhiều người đi đường hoảng sợ tăng ga tháo chạy vì sợ các bình gas trên xe tải phát nổ.Do cả hai xe không thể khởi động được nên nằm án ngữ giữa cầu gây ùn tắc giao thông nghiêm trọng. CSGT cùng người dân phải dùng sức đẩy xe vào lề đường để giải tỏa giao thông trong khi chờ xe cứu hộ đến kéo đi.","Xe tải chở gas gặp nạn, người dân nháo nhào bỏ chạy","
Đang đổ dốc cầu Xáng, xe tải chở gas bất ngờ mất lái tông trực diện vào xe tải chở nệm khiến tài xế xe này bị kẹt cứng trong cabin.
","
20:40 29/10/2014
"
"Căn nhà nằm trong con hẻm thuộc ấp Tiền Lăng, xã Bà Điểm, huyện Hóc Môn, TP.HCM. Bên trên không gian của con hẻm chiều ngang chỉ 2 m mà lẽ ra chỉ dành cho bầu trời là căn nhà lơ lửng 3 m của vợ chồng anh Cống Văn Bửu và chị Nguyễn Thị Hiệp, mọi người quen gọi là anh Sáu và chị Cúc “móm”. Anh chị cũng chính là cha mẹ ruột của em Nguyễn Thị Hội - nạn nhân đã bị xe tải cán ba lần đến chết.Đó là vụ tai nạn thương tâm hi hữu xảy ra vào lúc 22h tối cách đây 6 năm, trên tuyến đường Lũy Bán Bích, quận Tân Phú. Cô gái 16 tuổi Nguyễn Thị Hội khi ấy trên đường về nhà bằng xe máy thì bị va quẹt vào xe container. Hội ngã xuống đường. Phát hiện sự việc, tài xế cho xe dừng lại khiến bánh xe cán qua phần đùi của nạn nhân và mắc kẹt ở đó. Hội cố gắng vùng vẫy và kêu khóc thảm thiết trong cơn đau đớn và hoảng loạn.Một trong số người đi đường chứng kiến tai nạn đã cố sức cứu Hội bằng cách yêu cầu tài xế cho xe lùi lại, thậm chí đem xe máy của mình chắn ngang xe container. Tuy nhiên, tài xế không những làm ngơ mà còn cho xe tiến lên phía trước húc đổ xe máy của người dân, kéo theo việc bánh xe cán ngang qua người Hội lần thứ hai khiến xương chậu em bị bể nát. Lúc này, mặc cho nhiều người đi đường bàng hoàng và phẫn nộ, tên tài xế máu lạnh vẫn nhẫn tâm cho xe lùi lại khiến bánh xe cán qua người cô gái lần thứ ba. Sau đó hắn bẻ tay lái, rồi rồ ga bỏ chạy. Tuy nhiên, sau đó người dân bám theo bắt giữ được. Còn Hội đã chết trên đường chuyển viện do đa chấn thương.Tòa sơ thẩm tuyên phạt tài xế Đặng Hữu Anh Tuấn tám năm tù giam và bồi thường cho gia đình nạn nhân 75 triệu đồng. Nhưng trước áp lực căm phẫn của dư luận, cho rằng bản án quá nhẹ đối với tên tài xế sát nhân, bản án phúc thẩm tuyên tăng khung hình phạt dành cho bị cáo lên 18 năm tù giam.Cái chết của em Hội là một thảm kịch nhưng với gia đình em thì bi kịch bắt đầu từ căn nhà chật chội chỉ hơn 2 m trong một con hẻm ở quận Tân Phú. Đây vốn là nơi cư ngụ của cả gia đình cho đến lúc em mất. Căn nhà nguyên là cái… toilet nhà người ta, diện tích chỉ 1,5 m mà vợ chồng anh Sáu và chị Cúc đã dành dụm mua được vào năm 1997 với giá 4 chỉ vàng lúc đó. Sau đó nhà được cơi nới, rộng ra được 2,4 m. Từ đây anh chị chấm dứt năm năm ở nhà thuê. Nhưng với tình cảnh hai vợ chồng cùng hai đứa con, một 4 tuổi, một mới lên 2, sinh hoạt chật vật mọi bề, quanh năm phải gửi con gái lớn (Hội khi còn sống) ngủ nhờ nhà người dì. Chị Cúc đau đáu ước mơ có một căn nhà rộng hơn một chút cho chồng con đỡ tủi. Đồng lương phụ hồ và lương công nhân xí nghiệp đông lạnh của anh chị giỏi lắm cũng chỉ đủ cho cả nhà sống lây lất qua ngày. Hai năm sau, với số nợ vay nóng 10 triệu đồng lãi 13% để chạy chữa cho hai con cùng lúc phát bệnh ban khỉ mà anh chị không có cách gì trả nổi, cộng thêm nỗi khao khát một căn nhà rộng hơn, chị nhắm mắt làm liều, nghe bọn xấu rủ rê mua bán lẻ ma túy. Vừa trả xong số nợ cũng là lúc chị phải tra tay vào còng.Trong khi chị Cúc thụ án 15 năm tù dằng dặc (sau được ân xá còn 11 năm) thì anh Sáu phải một mình gồng gánh nuôi hai đứa con nhỏ. Có lẽ Hội sớm ý thức được hoàn cảnh gia đình mình nên rất hiếu thảo. 13 tuổi, em bắt đầu theo dì ra trại giam ở Hàm Tân, Bình Thuận thăm mẹ. 14 tuổi, em tự đi một mình, đều đặn 1-2 tháng thăm mẹ một lần. Khoản tiền lương phụ bán quán cà phê 1 triệu đồng mỗi tháng được em tằn tiện chia ra phụ giúp cha và gửi cho mẹ. Ngay sáng hôm bị tai nạn, Hội gọi điện thoại hẹn là một tuần sau sẽ ra thăm mẹ.Hội mất, cả gia đình giấu nhẹm tin buồn với chị. “Ngày ra tù, vừa bước vô nhà, thấy ảnh con gái trên bàn thờ, tôi rụng rời tay chân. Tôi đập đầu vô tường, tôi uống 20 viên thuốc ngủ mà vẫn không chết theo con được” - chị Cúc kể. 11 năm ở trại giam, chị từng có đến hai lần tự tử không thành, rồi sau ngẫm ra nợ đời mình vẫn chưa trả dứt, lại được con gái thăm nuôi, chị tỉnh người ra và quyết chí lao động cải tạo cho thật tốt để sớm được trở về với chồng con. Cuốc đất trồng rau hay lột hạt điều, chị đều không nề hà khổ cực.“Lần cuối cùng đi thăm tôi, con bé Hội còn hẹn: “Má ráng chờ đến ngày được về, con sẽ mướn một mặt bằng nho nhỏ, hai mẹ con mình mở quán cà phê bán”. Lần nào đi thăm nó cũng nắm tay, vuốt tóc tôi. Đời tôi đã khổ, không ngờ con tôi còn khổ hơn tôi” - chị nhắc con gái mà hai dòng nước mắt lăn dài trên đôi gò má thâm sạm vì nắng gió và căn bệnh xơ gan. Nhìn nước mắt của vợ, anh Sáu ngồi bên lặng lẽ quay mặt ra cửa như muốn giấu đi sự thật đàn ông cũng biết khóc.11 năm tù, đếm 4.000 đêm dài vô tận, tâm can chị bị dày vò bởi lỗi lầm và nỗi xót xa hai đứa con thơ thiếu bàn tay chăm sóc của người mẹ. Nay 47 tuổi mà trông chị Cúc như ngoài 50. Khuôn miệng móm mém với hàm răng trên hư rụng mất hết bốn cái. Có vẻ đối với chị bây giờ, chuyện đẹp xấu trở nên quá nhỏ nhoi so với nỗi khổ tâm trước cảnh bần cùng của gia đình và lòng xót thương dành cho đứa con gái vắn số của mình. Chị mở tủ, đem ra hai cuốn album chụp ảnh gia đình, trong đó còn giữ một số tấm ảnh chụp Hội từ lúc còn bé cho đến vài tháng trước khi mất. Và một album mà anh Sáu cố ý cho người chụp riêng cảnh đám tang con gái, chờ vợ mãn hạn tù về xem. Chị bảo cứ mỗi lúc nhớ con lại giở từng tấm ảnh ra xem.Không chịu được nỗi ám ảnh về đứa con gái chết thảm của mình, chị bàn với chồng rồi bán đi căn nhà 2,4 m ở quận Tân Phú, nơi gắn với quá nhiều kỷ niệm về Hội. “45 triệu đồng bán nhà cũng không còn. Vợ chồng tôi phải trả nợ tiền vay mượn lo đám tang cho con gái, tổng cộng 42 triệu đồng”, chị cho biết. Trước đó gia đình kẻ gây án cũng đã đưa lần hồi, cắc củm khi 5 triệu, lúc 10 triệu đồng cho đủ khoản tiền đền bù 75 triệu đồng như phán quyết của tòa. Nhưng thói thường, “tiền vào nhà khó như gió vào nhà trống”. Cầm vài triệu đồng còn lại, anh chị xin gia đình chồng cho cất căn nhà 3 m ở lưng chừng khoảng không của con hẻm này.Từ hơn hai năm nay, cuộc sống mới của gia đình bé Hội trong căn nhà 3 m này cũng không sáng sủa hơn. Hằng ngày, bất kể nắng mưa, chị Cúc cọc cạch trên chiếc xe đạp rong ruổi đi mua bán ve chai. Còn anh Sáu được cô em gái cho chiếc xe Dream cũ chạy xe ôm. Vài chục ngàn đồng kiếm được mỗi ngày, anh chị còn để dành phụ các anh chị em phụng dưỡng người mẹ ruột hơn 80 tuổi. Hiếu - cô con gái thứ hai của anh chị đi bán quán cà phê và làm giúp việc nhà, thỉnh thoảng có về thăm. “Nó về ngồi chơi một lát rồi phải đi, muốn ở nhà ngủ với cha mẹ một đêm cũng không được vì nhà chật quá” - chị cười mà như mếu.Đã đành mọi vật dụng và sinh hoạt trong căn nhà đều phải dè sẻn tối đa nhưng đến cả ước mơ dường như cũng dè sẻn: “Tôi chỉ có một ao ước mà chắc là cả đời này cũng không bao giờ thực hiện được, đó là có một căn nhà rộng hơn để đón mẹ và cháu tôi về ở chung, để tôi có một chỗ đàng hoàng đặt bàn thờ con gái, để cả nhà tôi có một đêm ngủ với nhau”.",Viết tiếp câu chuyện cô gái bị xe cán ba lần đến chết,"
Phía sau bản án, phía sau cái chết thương tâm của thiếu nữ là một gia cảnh bi đát. Gia cảnh này cũng chính là nguyên nhân khiến người mẹ sa chân vào con đường mua bán ma túy.
","
15:27 05/10/2014
"
"Khoảng 8h30 sáng 7/10, chiếc wave trắng do một nam thanh niên điều khiển đã va chạm với ôtô Ford Everest trên Quốc lộ 32, đoạn qua thị trấn Trạm Trôi, huyện Hoài Đức, TP Hà Nội. Đội CSGT số 9 (Công an Hà Nội) cho hay, thanh niên này chạy xe hướng từ Hà Nội đi Hoài Đức, đến gần cổng khu đô thị LIDECO thì thấy chốt CSGT. ""Anh ta bất ngờ lái xe quay đầu với tốc độ cao và không làm chủ được tay lái nên tông mạnh vào đầu xe Everest đi ở làn đường trong cùng. Xe máy đã bị kéo lê khoảng 4 mét"", một cảnh sát cho hay.Tài xế ôtô cho biết, đang đi với vận tốc khoảng 45 km/h thì thấy xe máy quay đầu nên chỉ kịp đạp phanh. ""Nếu tôi đi nhanh hơn chắc cậu thanh niên kia bị nặng hơn”, anh này chia sẻ. Nhiều nhân chứng vụ việc cho biết, do đội mũ bảo hiểm nên nam thanh niên đã may mắn thoát nạn. Anh này sau đó đã được người dân đưa đi cấp cứu.","Chạy trốn CSGT, thanh niên đi xe máy đấu đầu ôtô","
Thấy chốt CSGT đang làm nhiệm vụ, nam thanh niên đi xe Wave đã quay đầu bỏ chạy và tông trúng đầu xe Ford chạy hướng ngược lại. Xe máy bị kéo lê khoảng 4 m.
","
11:48 07/10/2014
"
"Vào thời điểm trên, Lê Quang Trường và Phạm Văn Hoài (cùng trú xã Tân Hợp) cùng với Trần Anh Tuấn (trú xã Tân Lập) đi trên xe máy không có BKS chạy hướng lên cửa khẩu Lao Bảo thì tông trực diện vào ôtô tải ngược chiều BKS 74C do tài xế Nguyễn Long (38 tuổi, trú xã Tân Hợp). Cú tông mạnh khiến 3 học sinh cùng xe máy văng ra vệ đường, Trường và Hoài tử vong tại chỗ, còn Tuấn bị thương nặng, phải nhập viện trong tình trạng nguy kịch. Nguyên nhân ban đầu của vụ tai nạn được xác định là do 3 học sinh chạy lấn đường, không làm chủ tốc độ nên đã lao vào xe tải. Cả 3 học sinh bị nạn đều đang học lớp 11B, trường THPT Hướng Hoá.","Xe máy kẹp 3 lao vào xe tải ngược chiều, 2 học sinh tử nạn","
Vụ tai nạn xảy ra khi chiếc xe máy không có biển số chở theo 3 học sinh trung học phổ thông ở huyện Hướng Hoá (Quảng Trị) lao vào xe tải ngược chiều.
","
21:20 14/10/2014
"
"Ngày 11/10, Đại tá Nguyễn Văn Thịnh - Trưởng công an huyện Lệ Thủy (Quảng Bình) cho biết vừa bắt Võ Tiến Dũng (23 tuổi, ở xã Ngư Thủy, huyện Lệ Thủy) vì có liên quan đến cái chết của ông Nguyễn Văn Hùng cán bộ quỹ tín dụng xã Thanh Thủy.
Khoảng 8h ngày 7/10, ông Hùng được người dân phát hiện nằm chết gần cống nước cách quốc lộ 10 m, trên người mặc áo mưa nhưng hiện trường không có dấu hiệu xô xát. Khám nghiệm tử thi, công an huyện Lệ Thủy xác định nạn nhân chết bất thường và cho rằng người xấu số có thể liên quan đến một vụ tai nạn giao thông. Nghi can Dũng được triệu tập đến trụ sở cảnh sát.Theo lời khai của nam thanh niên 23 tuổi, khoảng 21h ngày 6/10, anh ta có đi nhậu với nhóm bạn. Do quá chén, Dũng tông thẳng khi ông Hùng đang đi bộ trên đường khiến nạn nhân văng xa hơn 10 m xuống đám ruộng gần đó. Gây tai nạn xong, lái xe bỏ chạy đã bị ngã. Người dân đưa Dũng đến trạm y tế xã Thanh Thuỷ điều trị vết thương.",Thanh niên lái xe tông chết nhân viên quỹ tín dụng,"
Nhậu xong, nam thanh niên chạy xe máy vượt ẩu rồi tông chết nhân viên tín dụng xã khi ông này đang đi bộ trên quốc lộ 1A.
","
00:04 12/10/2014
"
"Chiều 15/10, tổ công tác 141 công an Hà Nội làm nhiệm vụ trước cổng bến xe Mỹ Đình (quận Nam Từ Liêm) phát hiện nam thanh niên không đội mũ bảo hiểm, đã ra hiệu dừng xe.Anh ta đã nhấn ga, lách qua lực lượng cảnh sát giao thông để bỏ chạy nhưng không may đâm mạnh vào một phụ nữ khiến cả 2 cùng ngã. Khi vùng dậy tiếp tục bỏ chạy, thanh niên bị 3 cảnh sát đuổi theo khống chế. Kiểm tra hành chính, cảnh sát tìm thấy trong người thanh niên này có 4 gói tinh thể được dán băng dính đen nghi ma túy.Tại công an quận Nam Từ Liêm, anh ta khai là Nguyễn Thanh Hoàng (17 tuổi, ở huyện Hải Hậu, Nam Định). Hoàng cho biết được một người thuê mang số ma túy trên đi bán với thù lao 200.000 đồng.",9X mang ma túy bị bắt sau khi gây tai nạn giao thông,"
Bị yêu cầu dừng xe khi không đội mũ bảo hiểm, nam thanh niên 17 tuổi phóng bỏ chạy đã đâm vào một phụ nữ. 3 cảnh sát truy đuổi theo đã kịp đến khống chế anh ta.
","
12:13 16/10/2014
"
"Sau tai nạn, hàng chục thanh niên tại địa phương bất ngờ xông vào áp sát hung hãn đòi đánh tài xế này vì lý do gây tai nạn để bảo vệ cho một thanh niên tại địa phương. ","Va chạm với xe buýt, người dân chặn đường đòi xử tài xế","
Sau vụ va chạm, hàng chục người bất ngờ xông ra đòi đánh tài xế để bảo vệ cho một thanh niên tại địa phương.
","
17:12 12/10/2014
"
